pc_index,pc_name,pc_coefficient,gene_name,gene_loading,risk_weighted_loading,rank_within_pc
12,EXPR_PC12,0.04674198702172983,EXPR_DFNB18,-0.1896810920940415,-0.008866071144927228,10
13,EXPR_PC13,0.023035354875207366,EXPR_DDX3Y,0.31965403315798335,0.007363344091085449,1
13,EXPR_PC13,0.023035354875207366,EXPR_FDCSP,-0.3127627132758979,-0.0072046000920430375,2
13,EXPR_PC13,0.023035354875207366,EXPR_PCSK2,-0.30165060907896823,-0.006948628828456482,3
13,EXPR_PC13,0.023035354875207366,EXPR_CHGA,-0.2767282154471246,-0.006374532646807356,4
13,EXPR_PC13,0.023035354875207366,EXPR_DLK1,0.27375623874648475,0.006306072108827269,5
13,EXPR_PC13,0.023035354875207366,EXPR_DKFZp547D155,-0.24097520138405626,-0.005550949280006297,6
13,EXPR_PC13,0.023035354875207366,EXPR_MUC5B,0.24076502558758137,0.005546107805948318,7
13,EXPR_PC13,0.023035354875207366,EXPR_PPP1R1B,0.21098340340527158,0.004860077570219465,8
13,EXPR_PC13,0.023035354875207366,EXPR_GSTM1,-0.20788627084920183,-0.00478873402269484,9
13,EXPR_PC13,0.023035354875207366,EXPR_PGC,0.1774297103861878,0.004087156344151102,10
14,EXPR_PC14,0.012491349903125998,EXPR_GSTT1,0.5130552839131416,0.006408753071006703,1
14,EXPR_PC14,0.012491349903125998,EXPR_GSTM1,-0.4549582931888829,-0.005683043231551322,2
14,EXPR_PC14,0.012491349903125998,EXPR_MUC5B,0.26577752837110225,0.0033199201032714353,3
14,EXPR_PC14,0.012491349903125998,EXPR_PGC,-0.2513240868448088,-0.003139377107862132,4
14,EXPR_PC14,0.012491349903125998,EXPR_DDX3Y,-0.2451805723782263,-0.0030626363190251337,5
14,EXPR_PC14,0.012491349903125998,EXPR_ABCB5,-0.18413062145682899,-0.0023000400204972907,6
14,EXPR_PC14,0.012491349903125998,EXPR_DKFZp547D155,0.16979308442580468,0.0021209448286937395,7
14,EXPR_PC14,0.012491349903125998,EXPR_CTNND2,-0.15795061990472448,-0.0019730164606455713,8
14,EXPR_PC14,0.012491349903125998,EXPR_CXCL5,-0.15050011580222386,-0.0018799496069465606,9
14,EXPR_PC14,0.012491349903125998,EXPR_CST1,0.13110501963870422,0.00163767867436326,10
15,EXPR_PC15,-0.0424546391681309,EXPR_CELA3A,0.3898802331068426,-0.016552224615337768,1
15,EXPR_PC15,-0.0424546391681309,EXPR_PGC,0.37100347457260036,-0.015750818643102574,2
15,EXPR_PC15,-0.0424546391681309,EXPR_SYT13,-0.2863759108800376,0.01215798596285681,3
15,EXPR_PC15,-0.0424546391681309,EXPR_DDX3Y,-0.23227904545522107,0.009861323061119287,4
15,EXPR_PC15,-0.0424546391681309,EXPR_DLK1,-0.23177609218336528,0.009839970361444218,5
15,EXPR_PC15,-0.0424546391681309,EXPR_PRSS3,0.21344270731473555,-0.009061633122116072,6
15,EXPR_PC15,-0.0424546391681309,EXPR_KRT23,-0.20241730740797817,0.008593553747390343,7
15,EXPR_PC15,-0.0424546391681309,EXPR_COL11A1,-0.18591382929575465,0.007892904539116747,8
15,EXPR_PC15,-0.0424546391681309,EXPR_EDM1,-0.18362747902794518,0.007795838363484937,9
15,EXPR_PC15,-0.0424546391681309,EXPR_ABCB5,0.17404030529262712,-0.007388818361909827,10
16,EXPR_PC16,-0.06596759190930776,EXPR_FDCSP,0.36019136298551124,-0.023760956842685546,1
16,EXPR_PC16,-0.06596759190930776,EXPR_COL11A1,-0.35988701613468405,0.023740879813831293,2
16,EXPR_PC16,-0.06596759190930776,EXPR_GSTM1,0.34051059240296794,-0.02246266380043562,3
16,EXPR_PC16,-0.06596759190930776,EXPR_GSTT1,0.3289425024968188,-0.02169954476633659,4
16,EXPR_PC16,-0.06596759190930776,EXPR_EDM1,-0.32008361141864605,0.021115145054922683,5
16,EXPR_PC16,-0.06596759190930776,EXPR_PLA2G2A,-0.2964553949801355,0.019556448515362222,6
16,EXPR_PC16,-0.06596759190930776,EXPR_DDX3Y,0.26825486258206704,-0.01769612730250123,7
16,EXPR_PC16,-0.06596759190930776,EXPR_ETNPPL,-0.14139654308024333,0.009327589451304345,8
16,EXPR_PC16,-0.06596759190930776,EXPR_ABCB5,-0.1364938831824569,0.009004172783897042,9
16,EXPR_PC16,-0.06596759190930776,EXPR_DFNB18,0.12274846808002028,-0.008097420849795468,10
17,EXPR_PC17,0.043384385919666084,EXPR_GSTT1,0.41033699154951236,0.017802218398498805,1
17,EXPR_PC17,0.043384385919666084,EXPR_MUC5B,-0.3332154717077793,-0.014456348618973873,2
17,EXPR_PC17,0.043384385919666084,EXPR_CLDN10,0.2967257295461327,0.012873263562923886,3
17,EXPR_PC17,0.043384385919666084,EXPR_CELA3A,0.24491024852838172,0.010625280737836645,4
17,EXPR_PC17,0.043384385919666084,EXPR_CST1,0.23065095715276776,0.010006650137856043,5
17,EXPR_PC17,0.043384385919666084,EXPR_AGR2,-0.21932609269113584,-0.009515327847564693,6
17,EXPR_PC17,0.043384385919666084,EXPR_EDM1,0.20487610565376788,0.008888424033401348,7
17,EXPR_PC17,0.043384385919666084,EXPR_PLA2G2A,-0.19747247023137773,-0.008567221857027863,8
17,EXPR_PC17,0.043384385919666084,EXPR_PAEP,0.17286835938702336,0.007499787616946152,9
17,EXPR_PC17,0.043384385919666084,EXPR_FDCSP,-0.17183265028264605,-0.007454854013461336,10
18,EXPR_PC18,0.0991084404746369,EXPR_CXCL5,0.3187520388310334,0.03159101746665463,1
18,EXPR_PC18,0.0991084404746369,EXPR_XAGE1D,-0.29228429222775903,-0.028967840377926234,2
18,EXPR_PC18,0.0991084404746369,EXPR_DLK1,0.28804698703850495,0.028547887668804176,3
18,EXPR_PC18,0.0991084404746369,EXPR_CCL21,-0.2672729027103174,-0.02648900056874891,4
18,EXPR_PC18,0.0991084404746369,EXPR_ADCY2,-0.24478596407164868,-0.0242603551492216,5
18,EXPR_PC18,0.0991084404746369,EXPR_GSTT1,0.2400996852061133,0.02379590535922914,6
18,EXPR_PC18,0.0991084404746369,EXPR_BMP7,-0.23531637661420088,-0.02332183910437577,7
18,EXPR_PC18,0.0991084404746369,EXPR_ABCB5,0.22564645456900942,0.02236346821096553,8
18,EXPR_PC18,0.0991084404746369,EXPR_MUC5B,-0.18726556823881085,-0.01855959842274524,9
18,EXPR_PC18,0.0991084404746369,EXPR_FABP7,0.17773853351576754,0.017615388868996704,10
19,EXPR_PC19,-0.0622155535709688,EXPR_PLA2G2A,0.438095187518972,-0.027256334608270223,1
19,EXPR_PC19,-0.0622155535709688,EXPR_PGC,0.30960332963104176,-0.01926214254041039,2
19,EXPR_PC19,-0.0622155535709688,EXPR_GSTT1,0.2944942205649742,-0.018322120955900856,3
19,EXPR_PC19,-0.0622155535709688,EXPR_MAGEC1,-0.29439115863681015,0.018315708900988038,4
19,EXPR_PC19,-0.0622155535709688,EXPR_CST1,-0.21146341803517665,0.013156313613067704,5
19,EXPR_PC19,-0.0622155535709688,EXPR_KLK6,-0.2097762026951274,0.013051342576693109,6
19,EXPR_PC19,-0.0622155535709688,EXPR_MAGEA12,0.19921078324734534,-0.012394009157039868,7
19,EXPR_PC19,-0.0622155535709688,EXPR_TCN1,-0.17308877979632273,0.010768814251951739,8
19,EXPR_PC19,-0.0622155535709688,EXPR_PAEP,0.1484929047462582,-0.009238568270149594,9
19,EXPR_PC19,-0.0622155535709688,EXPR_SERPINA3,-0.14633767413185986,0.009104479404401702,10
20,EXPR_PC20,0.10080004338970977,EXPR_CXCL5,0.43038600931817567,0.04338292841359614,1
20,EXPR_PC20,0.10080004338970977,EXPR_CACNG4,0.2728047938633739,0.02749873505834892,2
20,EXPR_PC20,0.10080004338970977,EXPR_SFRP1,-0.27004617315995794,-0.02722066597174884,3
20,EXPR_PC20,0.10080004338970977,EXPR_KIF1A,0.25698540138136067,0.025904139609763135,4
20,EXPR_PC20,0.10080004338970977,EXPR_HOMG2,-0.2564506297786388,-0.02585023460900519,5
20,EXPR_PC20,0.10080004338970977,EXPR_FABP7,-0.2506063866412361,-0.02526113464717498,6
20,EXPR_PC20,0.10080004338970977,EXPR_FDCSP,0.2261966432471894,0.022800631453923394,7
20,EXPR_PC20,0.10080004338970977,EXPR_CELA3A,-0.17618912088443925,-0.017759871029946295,8
20,EXPR_PC20,0.10080004338970977,EXPR_GSTT1,0.17618304351537045,0.017759258430880467,9
20,EXPR_PC20,0.10080004338970977,EXPR_DLK1,0.16915413950671998,0.017050744601826394,10
21,EXPR_PC21,0.03079865915037954,EXPR_MAGEC1,0.3115153711152309,0.009594255735081986,1
21,EXPR_PC21,0.03079865915037954,EXPR_BEX1,-0.2974007672154245,-0.00915954486052923,2
21,EXPR_PC21,0.03079865915037954,EXPR_CLDN10,0.2967068335574684,0.009138172634324863,3
21,EXPR_PC21,0.03079865915037954,EXPR_MUC5B,0.24309832666414943,0.007487102502956761,4
21,EXPR_PC21,0.03079865915037954,EXPR_FXYD3,-0.24260128348292417,-0.007471794239435184,5
21,EXPR_PC21,0.03079865915037954,EXPR_DFNB18,0.22206857242849073,0.0068394142702364585,6
21,EXPR_PC21,0.03079865915037954,EXPR_CST1,-0.19966571537373148,-0.0061494363118122525,7
21,EXPR_PC21,0.03079865915037954,EXPR_COL11A1,-0.19899050339921406,-0.006128640688354835,8
21,EXPR_PC21,0.03079865915037954,EXPR_KRT14,0.18667269418170818,0.005749268680785468,9
