horizon_months,n_cal_known,n_test_known,qhat,coverage_known_test,mean_interval_width,note
12,269,279,0.6956521739130435,0.9283154121863799,0.8884443368894039,ok
24,230,235,0.6818181818181818,0.9361702127659575,0.9420117900380278,ok
36,211,221,0.6923076923076923,0.9276018099547512,0.9016721066413167,ok
60,192,204,0.7,0.8774509803921569,0.8208358590629257,ok
