group,n_features,sum_coefficient,sum_abs_coefficient,mean_abs_coefficient,max_abs_coefficient
expression,50,0.1335282290830392,2.8139928602339905,0.05627985720467981,0.30442993123105166
clinical,20,0.9827667387968008,2.0862689417149767,0.10431344708574883,0.7719928722860876
