column,dtype,rows,unusable_count,unusable_frac,valid_count,nunique_valid,mode_freq_valid,protected,drop_candidate_min_effect
CNA_SLC24A5,float64,1628,141,0.0866093366093366,1487,5,0.6832548755884331,False,False
CNA_DUOX2,float64,1628,141,0.0866093366093366,1487,5,0.6812373907195696,False,False
CNA_S100B,float64,1628,141,0.0866093366093366,1487,5,0.679892400806994,False,False
CNA_ADCY2,float64,1628,141,0.0866093366093366,1487,5,0.679892400806994,False,False
CNA_FTCD,float64,1628,141,0.0866093366093366,1487,5,0.6792199058507061,False,False
CNA_CDHR2,float64,1628,141,0.0866093366093366,1487,5,0.6792199058507061,False,False
CNA_AQP4,float64,1628,141,0.0866093366093366,1487,5,0.6785474108944183,False,False
CNA_CTNND2,float64,1628,141,0.0866093366093366,1487,5,0.6751849361129791,False,False
CNA_CES1,float64,1628,141,0.0866093366093366,1487,5,0.6745124411566913,False,False
CNA_MT3,float64,1628,141,0.0866093366093366,1487,5,0.6745124411566913,False,False
CNA_GPM6A,float64,1628,141,0.0866093366093366,1487,5,0.6745124411566913,False,False
CNA_CES1P1,float64,1628,141,0.0866093366093366,1487,5,0.6745124411566913,False,False
CNA_HEPACAM,float64,1628,141,0.0866093366093366,1487,5,0.6738399462004036,False,False
CNA_HEPN1,float64,1628,141,0.0866093366093366,1487,5,0.6738399462004036,False,False
CNA_TMEM45B,float64,1628,141,0.0866093366093366,1487,5,0.67182246133154,False,False
CNA_TMPRSS4,float64,1628,141,0.0866093366093366,1487,5,0.67182246133154,False,False
CNA_TRIM29,float64,1628,141,0.0866093366093366,1487,5,0.6711499663752521,False,False
CNA_APOC3,float64,1628,141,0.0866093366093366,1487,5,0.6704774714189644,False,False
CNA_APOA1,float64,1628,141,0.0866093366093366,1487,5,0.6704774714189644,False,False
CNA_APOA5,float64,1628,141,0.0866093366093366,1487,5,0.6704774714189644,False,False
CNA_SALL1,float64,1628,141,0.0866093366093366,1487,5,0.6704774714189644,False,False
CNA_F11,float64,1628,141,0.0866093366093366,1487,5,0.6698049764626766,False,False
CNA_APOA4,float64,1628,141,0.0866093366093366,1487,5,0.6691324815063887,False,False
CNA_KLKB1,float64,1628,141,0.0866093366093366,1487,5,0.6691324815063887,False,False
CNA_TAT,float64,1628,141,0.0866093366093366,1487,4,0.6684599865501009,False,False
CNA_CDH3,float64,1628,141,0.0866093366093366,1487,4,0.667787491593813,False,False
CNA_CACNG4,float64,1628,141,0.0866093366093366,1487,4,0.6671149966375253,False,False
CNA_TRIM63,float64,1628,141,0.0866093366093366,1487,5,0.6650975117686617,False,False
CNA_EXTL1,float64,1628,141,0.0866093366093366,1487,5,0.6650975117686617,False,False
CNA_NR0B2,float64,1628,141,0.0866093366093366,1487,5,0.6630800268997983,False,False
CNA_APOH,float64,1628,141,0.0866093366093366,1487,4,0.6624075319435104,False,False
CNA_TTR,float64,1628,141,0.0866093366093366,1487,5,0.6624075319435104,False,False
CNA_SFN,float64,1628,141,0.0866093366093366,1487,5,0.6624075319435104,False,False
CNA_HP,float64,1628,141,0.0866093366093366,1487,5,0.6610625420309347,False,False
CNA_HPR,float64,1628,141,0.0866093366093366,1487,5,0.6610625420309347,False,False
CNA_CELA3A,float64,1628,141,0.0866093366093366,1487,5,0.6583725622057834,False,False
CNA_PLA2G2A,float64,1628,141,0.0866093366093366,1487,5,0.6577000672494956,False,False
CNA_CTRB2,float64,1628,141,0.0866093366093366,1487,5,0.65635507733692,False,False
CNA_CTRB1,float64,1628,141,0.0866093366093366,1487,5,0.6556825823806322,False,False
CNA_FOXA1,float64,1628,141,0.0866093366093366,1487,5,0.6543375924680565,False,False
CNA_HSD17B2,float64,1628,141,0.0866093366093366,1487,5,0.652320107599193,False,False
CNA_ENPP7,float64,1628,141,0.0866093366093366,1487,4,0.6503026227303296,False,False
CNA_EVPL,float64,1628,141,0.0866093366093366,1487,5,0.6496301277740417,False,False
CNA_GSTA2,float64,1628,141,0.0866093366093366,1487,5,0.6476126429051782,False,False
CNA_GSTA1,float64,1628,141,0.0866093366093366,1487,5,0.6469401479488904,False,False
CNA_GCGR,float64,1628,141,0.0866093366093366,1487,5,0.6435776731674513,False,False
CNA_SERPINB5,float64,1628,141,0.0866093366093366,1487,4,0.6408876933422999,False,False
CNA_APOC4,float64,1628,141,0.0866093366093366,1487,4,0.6402151983860122,False,False
CNA_APOC2,float64,1628,141,0.0866093366093366,1487,4,0.6402151983860122,False,False
CNA_MIA,float64,1628,141,0.0866093366093366,1487,4,0.6381977135171486,False,False
CNA_C19orf33,float64,1628,141,0.0866093366093366,1487,5,0.6381977135171486,False,False
CNA_PRODH2,float64,1628,141,0.0866093366093366,1487,5,0.6375252185608608,False,False
CNA_GDA,float64,1628,141,0.0866093366093366,1487,5,0.6375252185608608,False,False
CNA_GAPDHS,float64,1628,141,0.0866093366093366,1487,4,0.6375252185608608,False,False
CNA_LGALS4,float64,1628,141,0.0866093366093366,1487,4,0.636852723604573,False,False
CNA_CYP2A6,float64,1628,141,0.0866093366093366,1487,4,0.636852723604573,False,False
CNA_CEACAM6,float64,1628,141,0.0866093366093366,1487,4,0.636852723604573,False,False
CNA_SLC10A1,float64,1628,141,0.0866093366093366,1487,4,0.636852723604573,False,False
CNA_MASP2,float64,1628,141,0.0866093366093366,1487,5,0.636852723604573,False,False
CNA_CEACAM5,float64,1628,141,0.0866093366093366,1487,5,0.6361802286482852,False,False
CNA_CBLC,float64,1628,141,0.0866093366093366,1487,4,0.6361802286482852,False,False
CNA_DLL3,float64,1628,141,0.0866093366093366,1487,4,0.6361802286482852,False,False
CNA_CDH19,float64,1628,141,0.0866093366093366,1487,5,0.6361802286482852,False,False
CNA_SMOC1,float64,1628,141,0.0866093366093366,1487,4,0.6348352387357095,False,False
CNA_GPX2,float64,1628,141,0.0866093366093366,1487,5,0.6341627437794216,False,False
CNA_PGC,float64,1628,141,0.0866093366093366,1487,4,0.6341627437794216,False,False
CNA_SERPINA4,float64,1628,141,0.0866093366093366,1487,5,0.6334902488231339,False,False
CNA_CHGA,float64,1628,141,0.0866093366093366,1487,5,0.6334902488231339,False,False
CNA_ALDOB,float64,1628,141,0.0866093366093366,1487,5,0.632817753866846,False,False
CNA_SERPINA6,float64,1628,141,0.0866093366093366,1487,5,0.632817753866846,False,False
CNA_SERPINA11,float64,1628,141,0.0866093366093366,1487,5,0.632817753866846,False,False
CNA_SERPINA5,float64,1628,141,0.0866093366093366,1487,5,0.632817753866846,False,False
CNA_SERPINA3,float64,1628,141,0.0866093366093366,1487,5,0.632817753866846,False,False
CNA_BAAT,float64,1628,141,0.0866093366093366,1487,5,0.6321452589105582,False,False
CNA_AMBP,float64,1628,141,0.0866093366093366,1487,5,0.6314727639542703,False,False
CNA_SERPINA10,float64,1628,141,0.0866093366093366,1487,5,0.6314727639542703,False,False
CNA_DPCR1,float64,1628,141,0.0866093366093366,1487,4,0.6314727639542703,False,False
CNA_ORM1,float64,1628,141,0.0866093366093366,1487,5,0.6308002689979825,False,False
CNA_ORM2,float64,1628,141,0.0866093366093366,1487,5,0.6308002689979825,False,False
CNA_HPN,float64,1628,141,0.0866093366093366,1487,5,0.6308002689979825,False,False
CNA_FXYD3,float64,1628,141,0.0866093366093366,1487,4,0.6308002689979825,False,False
CNA_FOXA3,float64,1628,141,0.0866093366093366,1487,5,0.6301277740416947,False,False
CNA_SLC25A47,float64,1628,141,0.0866093366093366,1487,5,0.6301277740416947,False,False
CNA_TRIM15,float64,1628,141,0.0866093366093366,1487,4,0.6301277740416947,False,False
CNA_DLK1,float64,1628,141,0.0866093366093366,1487,5,0.6301277740416947,False,False
CNA_SLC22A7,float64,1628,141,0.0866093366093366,1487,4,0.6294552790854069,False,False
CNA_SERPINA1,float64,1628,141,0.0866093366093366,1487,5,0.6294552790854069,False,False
CNA_NCAN,float64,1628,141,0.0866093366093366,1487,4,0.6294552790854069,False,False
CNA_KIF12,float64,1628,141,0.0866093366093366,1487,5,0.628782784129119,False,False
CNA_AMN,float64,1628,141,0.0866093366093366,1487,5,0.628782784129119,False,False
CNA_ADAM6,float64,1628,141,0.0866093366093366,1487,5,0.628782784129119,False,False
CNA_B3GNT3,float64,1628,141,0.0866093366093366,1487,5,0.6281102891728312,False,False
CNA_CFB,float64,1628,141,0.0866093366093366,1487,4,0.6274377942165433,False,False
CNA_CYP4F11,float64,1628,141,0.0866093366093366,1487,4,0.6267652992602556,False,False
CNA_GDF1,float64,1628,141,0.0866093366093366,1487,4,0.6267652992602556,False,False
CNA_LCN2,float64,1628,141,0.0866093366093366,1487,5,0.6260928043039677,False,False
CNA_PGLYRP2,float64,1628,141,0.0866093366093366,1487,4,0.6260928043039677,False,False
CNA_CYP4F3,float64,1628,141,0.0866093366093366,1487,4,0.6260928043039677,False,False
CNA_PAEP,float64,1628,141,0.0866093366093366,1487,5,0.6260928043039677,False,False
CNA_CYP4F12,float64,1628,141,0.0866093366093366,1487,4,0.6260928043039677,False,False
CNA_SULT2A1,float64,1628,141,0.0866093366093366,1487,5,0.624747814391392,False,False
CNA_CYP4F2,float64,1628,141,0.0866093366093366,1487,5,0.6240753194351042,False,False
CNA_GSTT1,float64,1628,141,0.0866093366093366,1487,5,0.6234028244788165,False,False
CNA_UPB1,float64,1628,141,0.0866093366093366,1487,5,0.6220578345662408,False,False
CNA_C8G,float64,1628,141,0.0866093366093366,1487,5,0.6213853396099529,False,False
CNA_FGF21,float64,1628,141,0.0866093366093366,1487,5,0.6213853396099529,False,False
CNA_TTYH1,float64,1628,141,0.0866093366093366,1487,5,0.620712844653665,False,False
CNA_ASPDH,float64,1628,141,0.0866093366093366,1487,5,0.6200403496973773,False,False
CNA_KLK6,float64,1628,141,0.0866093366093366,1487,5,0.6200403496973773,False,False
CNA_KLK10,float64,1628,141,0.0866093366093366,1487,5,0.6186953597848016,False,False
CNA_SERPIND1,float64,1628,141,0.0866093366093366,1487,5,0.6173503698722259,False,False
CNA_SCGN,float64,1628,141,0.0866093366093366,1487,4,0.6166778749159382,False,False
CNA_SLC17A4,float64,1628,141,0.0866093366093366,1487,4,0.6160053799596503,False,False
CNA_SLC17A2,float64,1628,141,0.0866093366093366,1487,4,0.6153328850033625,False,False
CNA_CYP7A1,float64,1628,141,0.0866093366093366,1487,5,0.6153328850033625,False,False
CNA_AP1M2,float64,1628,141,0.0866093366093366,1487,5,0.6106254203093476,False,False
CNA_C3P1,float64,1628,141,0.0866093366093366,1487,5,0.6099529253530599,False,False
CNA_TMPRSS6,float64,1628,141,0.0866093366093366,1487,5,0.6072629455279085,False,False
CNA_HULC,float64,1628,141,0.0866093366093366,1487,5,0.6065904505716208,False,False
CNA_LINC00518,float64,1628,141,0.0866093366093366,1487,4,0.6065904505716208,False,False
CNA_TFAP2A,float64,1628,141,0.0866093366093366,1487,4,0.6065904505716208,False,False
CNA_TRIM55,float64,1628,141,0.0866093366093366,1487,5,0.605245460659045,False,False
CNA_FUT6,float64,1628,141,0.0866093366093366,1487,5,0.605245460659045,False,False
CNA_SFRP1,float64,1628,141,0.0866093366093366,1487,5,0.6045729657027572,False,False
CNA_FOXA2,float64,1628,141,0.0866093366093366,1487,5,0.6032279757901816,False,False
CNA_F7,float64,1628,141,0.0866093366093366,1487,5,0.6018829858776059,False,False
CNA_F10,float64,1628,141,0.0866093366093366,1487,5,0.6018829858776059,False,False
CNA_LINC00261,float64,1628,141,0.0866093366093366,1487,5,0.6012104909213181,False,False
CNA_LRG1,float64,1628,141,0.0866093366093366,1487,5,0.6005379959650302,False,False
CNA_CST1,float64,1628,141,0.0866093366093366,1487,5,0.5998655010087425,False,False
CNA_CREB3L3,float64,1628,141,0.0866093366093366,1487,5,0.5991930060524546,False,False
CNA_LBP,float64,1628,141,0.0866093366093366,1487,5,0.5985205110961668,False,False
CNA_HAO1,float64,1628,141,0.0866093366093366,1487,5,0.5985205110961668,False,False
CNA_PMP2,float64,1628,141,0.0866093366093366,1487,4,0.5985205110961668,False,False
CNA_SLC15A1,float64,1628,141,0.0866093366093366,1487,5,0.5985205110961668,False,False
CNA_TJP3,float64,1628,141,0.0866093366093366,1487,5,0.5985205110961668,False,False
CNA_PCSK2,float64,1628,141,0.0866093366093366,1487,5,0.5965030262273033,False,False
CNA_CYP2D6,float64,1628,141,0.0866093366093366,1487,5,0.5944855413584398,False,False
CNA_SLPI,float64,1628,141,0.0866093366093366,1487,4,0.5944855413584398,False,False
CNA_CHGB,float64,1628,141,0.0866093366093366,1487,5,0.5924680564895763,False,False
CNA_CLDN10,float64,1628,141,0.0866093366093366,1487,5,0.5917955615332885,False,False
CNA_ESRP1,float64,1628,141,0.0866093366093366,1487,5,0.5911230665770006,False,False
CNA_DCT,float64,1628,141,0.0866093366093366,1487,5,0.5870880968392737,False,False
CNA_BMP7,float64,1628,141,0.0866093366093366,1487,4,0.5843981170141224,False,False
CNA_DMBT1,float64,1628,141,0.0866093366093366,1487,5,0.5837256220578345,False,False
CNA_PNLIP,float64,1628,141,0.0866093366093366,1487,5,0.5830531271015468,False,False
CNA_HABP2,float64,1628,141,0.0866093366093366,1487,5,0.5817081371889711,False,False
CNA_TM4SF5,float64,1628,141,0.0866093366093366,1487,5,0.5817081371889711,False,False
CNA_MISP,float64,1628,141,0.0866093366093366,1487,5,0.5817081371889711,False,False
CNA_GLTPD2,float64,1628,141,0.0866093366093366,1487,5,0.5817081371889711,False,False
CNA_DPYS,float64,1628,141,0.0866093366093366,1487,5,0.5810356422326832,False,False
CNA_BIRC7,float64,1628,141,0.0866093366093366,1487,4,0.5810356422326832,False,False
CNA_PCK1,float64,1628,141,0.0866093366093366,1487,5,0.5803631472763954,False,False
CNA_ABCC2,float64,1628,141,0.0866093366093366,1487,5,0.5803631472763954,False,False
CNA_FGFR2,float64,1628,141,0.0866093366093366,1487,5,0.5796906523201076,False,False
CNA_CYP2C18,float64,1628,141,0.0866093366093366,1487,5,0.5790181573638198,False,False
CNA_COL17A1,float64,1628,141,0.0866093366093366,1487,5,0.5790181573638198,False,False
CNA_CPN1,float64,1628,141,0.0866093366093366,1487,5,0.5783456624075319,False,False
CNA_CYP17A1,float64,1628,141,0.0866093366093366,1487,5,0.5776731674512441,False,False
CNA_SLC13A5,float64,1628,141,0.0866093366093366,1487,5,0.5770006724949562,False,False
CNA_CYP2C8,float64,1628,141,0.0866093366093366,1487,5,0.5763281775386685,False,False
CNA_MLC1,float64,1628,141,0.0866093366093366,1487,5,0.5756556825823806,False,False
CNA_CYP2C9,float64,1628,141,0.0866093366093366,1487,5,0.5749831876260928,False,False
CNA_ASGR2,float64,1628,141,0.0866093366093366,1487,5,0.5749831876260928,False,False
CNA_RBP4,float64,1628,141,0.0866093366093366,1487,5,0.574310692669805,False,False
CNA_ASGR1,float64,1628,141,0.0866093366093366,1487,5,0.574310692669805,False,False
CNA_CRTAC1,float64,1628,141,0.0866093366093366,1487,5,0.5736381977135171,False,False
CNA_MAL2,float64,1628,141,0.0866093366093366,1487,5,0.5716207128446537,False,False
CNA_PRAP1,float64,1628,141,0.0866093366093366,1487,5,0.5675857431069267,False,False
CNA_CYP2E1,float64,1628,141,0.0866093366093366,1487,5,0.5655682582380632,False,False
CNA_HFE2,float64,1628,141,0.0866093366093366,1487,5,0.5648957632817754,False,False
CNA_PDZK1,float64,1628,141,0.0866093366093366,1487,5,0.5648957632817754,False,False
CNA_POU3F2,float64,1628,141,0.0866093366093366,1487,5,0.5615332885003362,False,False
CNA_MAT1A,float64,1628,141,0.0866093366093366,1487,5,0.5601882985877606,False,False
CNA_CLU,float64,1628,141,0.0866093366093366,1487,5,0.5595158036314728,False,False
CNA_RORC,float64,1628,141,0.0866093366093366,1487,4,0.5581708137188971,False,False
CNA_DEFB1,float64,1628,141,0.0866093366093366,1487,5,0.5574983187626092,False,False
CNA_F5,float64,1628,141,0.0866093366093366,1487,4,0.5574983187626092,False,False
CNA_SERPINC1,float64,1628,141,0.0866093366093366,1487,4,0.5568258238063215,False,False
CNA_APCS,float64,1628,141,0.0866093366093366,1487,4,0.5568258238063215,False,False
CNA_CRP,float64,1628,141,0.0866093366093366,1487,4,0.5561533288500337,False,False
CNA_LAMC2,float64,1628,141,0.0866093366093366,1487,4,0.5561533288500337,False,False
CNA_FCRLA,float64,1628,141,0.0866093366093366,1487,4,0.5554808338937458,False,False
CNA_PLA2G12B,float64,1628,141,0.0866093366093366,1487,5,0.554808338937458,False,False
CNA_CPB2,float64,1628,141,0.0866093366093366,1487,4,0.5541358439811701,False,False
CNA_FMO3,float64,1628,141,0.0866093366093366,1487,5,0.5541358439811701,False,False
CNA_APOA2,float64,1628,141,0.0866093366093366,1487,5,0.5534633490248824,False,False
CNA_OLFM4,float64,1628,141,0.0866093366093366,1487,5,0.5534633490248824,False,False
CNA_PRG4,float64,1628,141,0.0866093366093366,1487,4,0.5527908540685945,False,False
CNA_S100A14,float64,1628,141,0.0866093366093366,1487,4,0.5527908540685945,False,False
CNA_ATP1A2,float64,1628,141,0.0866093366093366,1487,4,0.5527908540685945,False,False
CNA_FGL1,float64,1628,141,0.0866093366093366,1487,5,0.5521183591123067,False,False
CNA_RAB25,float64,1628,141,0.0866093366093366,1487,4,0.5514458641560188,False,False
CNA_F13B,float64,1628,141,0.0866093366093366,1487,5,0.550773369199731,False,False
CNA_CFHR1,float64,1628,141,0.0866093366093366,1487,5,0.5494283792871554,False,False
CNA_C4BPB,float64,1628,141,0.0866093366093366,1487,4,0.5494283792871554,False,False
CNA_CFHR5,float64,1628,141,0.0866093366093366,1487,5,0.5494283792871554,False,False
CNA_ELF3,float64,1628,141,0.0866093366093366,1487,4,0.5494283792871554,False,False
CNA_CFHR3,float64,1628,141,0.0866093366093366,1487,5,0.5494283792871554,False,False
CNA_CFHR4,float64,1628,141,0.0866093366093366,1487,5,0.5494283792871554,False,False
CNA_C4BPA,float64,1628,141,0.0866093366093366,1487,4,0.5487558843308675,False,False
CNA_CYP3A7,float64,1628,141,0.0866093366093366,1487,4,0.5487558843308675,False,False
CNA_MLXIPL,float64,1628,141,0.0866093366093366,1487,4,0.5487558843308675,False,False
CNA_PRSS1,float64,1628,141,0.0866093366093366,1487,5,0.5480833893745797,False,False
CNA_PIGR,float64,1628,141,0.0866093366093366,1487,4,0.5474108944182918,False,False
CNA_CTSE,float64,1628,141,0.0866093366093366,1487,4,0.5474108944182918,False,False
CNA_CYP3A5,float64,1628,141,0.0866093366093366,1487,4,0.5474108944182918,False,False
CNA_PON1,float64,1628,141,0.0866093366093366,1487,4,0.5467383994620041,False,False
CNA_FABP7,float64,1628,141,0.0866093366093366,1487,5,0.5467383994620041,False,False
CNA_LAD1,float64,1628,141,0.0866093366093366,1487,4,0.5467383994620041,False,False
CNA_SLC30A10,float64,1628,141,0.0866093366093366,1487,5,0.5467383994620041,False,False
CNA_PON3,float64,1628,141,0.0866093366093366,1487,4,0.5460659045057162,False,False
CNA_CLDN3,float64,1628,141,0.0866093366093366,1487,4,0.5460659045057162,False,False
CNA_AGT,float64,1628,141,0.0866093366093366,1487,5,0.5453934095494284,False,False
CNA_VGF,float64,1628,141,0.0866093366093366,1487,4,0.5453934095494284,False,False
CNA_CLDN4,float64,1628,141,0.0866093366093366,1487,4,0.5453934095494284,False,False
CNA_MOGAT3,float64,1628,141,0.0866093366093366,1487,4,0.5453934095494284,False,False
CNA_AKR1D1,float64,1628,141,0.0866093366093366,1487,4,0.5440484196368527,False,False
CNA_TFR2,float64,1628,141,0.0866093366093366,1487,4,0.5440484196368527,False,False
CNA_AGR2,float64,1628,141,0.0866093366093366,1487,4,0.543375924680565,False,False
CNA_PKLR,float64,1628,141,0.0866093366093366,1487,4,0.543375924680565,False,False
CNA_ABCB5,float64,1628,141,0.0866093366093366,1487,4,0.5420309347679892,False,False
CNA_ITGB8,float64,1628,141,0.0866093366093366,1487,4,0.5420309347679892,False,False
CNA_CPA1,float64,1628,141,0.0866093366093366,1487,4,0.5413584398117014,False,False
CNA_NPC1L1,float64,1628,141,0.0866093366093366,1487,4,0.5413584398117014,False,False
CNA_ARG1,float64,1628,141,0.0866093366093366,1487,5,0.539340954942838,False,False
CNA_DPP6,float64,1628,141,0.0866093366093366,1487,5,0.539340954942838,False,False
CNA_TMEM184A,float64,1628,141,0.0866093366093366,1487,4,0.539340954942838,False,False
CNA_IGFBP1,float64,1628,141,0.0866093366093366,1487,4,0.5386684599865501,False,False
CNA_PTPRZ1,float64,1628,141,0.0866093366093366,1487,4,0.5379959650302623,False,False
CNA_ALDH8A1,float64,1628,141,0.0866093366093366,1487,5,0.5379959650302623,False,False
CNA_CA9,float64,1628,141,0.0866093366093366,1487,5,0.5359784801613988,False,False
CNA_CFTR,float64,1628,141,0.0866093366093366,1487,4,0.535305985205111,False,False
CNA_CCL21,float64,1628,141,0.0866093366093366,1487,5,0.5339609952925353,False,False
CNA_SLC22A1,float64,1628,141,0.0866093366093366,1487,5,0.5326160053799597,False,False
CNA_DDC,float64,1628,141,0.0866093366093366,1487,4,0.5305985205110961,False,False
CNA_SLC22A3,float64,1628,141,0.0866093366093366,1487,5,0.5305985205110961,False,False
CNA_MBL2,float64,1628,141,0.0866093366093366,1487,5,0.5299260255548084,False,False
CNA_PLG,float64,1628,141,0.0866093366093366,1487,5,0.5292535305985205,False,False
CNA_A1CF,float64,1628,141,0.0866093366093366,1487,5,0.5292535305985205,False,False
CNA_GOLT1A,float64,1628,141,0.0866093366093366,1487,4,0.527236045729657,False,False
CNA_PRSS3,float64,1628,141,0.0866093366093366,1487,5,0.5252185608607935,False,False
CNA_ITIH2,float64,1628,141,0.0866093366093366,1487,5,0.49226630800269,False,False
CNA_AKR1C1,float64,1628,141,0.0866093366093366,1487,5,0.49159381304640215,False,False
CNA_AKR1C4,float64,1628,141,0.0866093366093366,1487,5,0.48890383322125086,False,False
CNA_MLANA,float64,1628,141,0.0866093366093366,1487,5,0.4714189643577673,False,False
CNA_TYRP1,float64,1628,141,0.0866093366093366,1487,5,0.4694014794889038,False,False
RACE,str,1628,50,0.030712530712530713,1578,4,0.8257287705956907,True,False
OS_STATUS,str,1628,2,0.0012285012285012285,1626,2,0.5824108241082411,True,False
HISTORY_NEOADJUVANT_TRTYN,str,1628,1,0.0006142506142506142,1627,3,0.9698832206515058,False,False
DAYS_TO_INITIAL_PATHOLOGIC_DIAGNOSIS,float64,1628,0,0.0,1628,1,1.0,False,False
INFORMED_CONSENT_VERIFIED,str,1628,0,0.0,1628,1,1.0,False,False
KARNOFSKY_PERFORMANCE_SCORE,float64,1628,0,0.0,1628,8,0.8826781326781327,False,False
ECOG_SCORE,float64,1628,0,0.0,1628,5,0.8581081081081081,False,False
YEAR_OF_INITIAL_PATHOLOGIC_DIAGNOSIS,float64,1628,0,0.0,1628,19,0.8046683046683046,False,False
BRESLOW_DEPTH,float64,1628,0,0.0,1628,125,0.7893120393120393,False,False
IS_FALLBACK,bool,1628,0,0.0,1628,2,0.7782555282555282,False,False
HEIGHT,float64,1628,0,0.0,1628,50,0.652948402948403,False,False
WEIGHT,float64,1628,0,0.0,1628,93,0.6363636363636364,False,False
SEX,str,1628,0,0.0,1628,2,0.6222358722358723,True,False
OS_EVENT,int64,1628,0,0.0,1628,2,0.5816953316953317,True,False
Status,str,1628,0,0.0,1628,2,0.5816953316953317,False,False
DFS_EVENT,int64,1628,0,0.0,1628,2,0.5552825552825553,True,False
ICD_O_3_HISTOLOGY,str,1628,0,0.0,1628,23,0.36609336609336607,False,False
CANCER_TYPE,str,1628,0,0.0,1628,4,0.36609336609336607,True,False
ICD_10,str,1628,0,0.0,1628,56,0.3617936117936118,False,False
ICD_O_3_SITE,str,1628,0,0.0,1628,52,0.3617936117936118,False,False
INITIAL_PATHOLOGIC_DX_YEAR,float64,1628,0,0.0,1628,32,0.29975429975429974,False,False
AGE_GROUP,str,1628,0,0.0,1628,5,0.27457002457002455,False,False
DFS_MONTHS,float64,1628,0,0.0,1628,842,0.20147420147420148,True,False
TISSUE_SOURCE_SITE,str,1628,0,0.0,1628,111,0.0952088452088452,False,False
FORM_COMPLETION_DATE,str,1628,0,0.0,1628,365,0.03194103194103194,False,False
AGE,float64,1628,0,0.0,1628,77,0.030712530712530713,True,False
OS_MONTHS,float64,1628,0,0.0,1628,1049,0.010442260442260442,True,False
OTHER_PATIENT_ID,str,1628,0,0.0,1628,1628,0.0006142506142506142,False,False
PATIENT_ID,str,1628,0,0.0,1628,1628,0.0006142506142506142,True,False
SAMPLE_ID,str,1628,0,0.0,1628,1628,0.0006142506142506142,True,False
