coef_index,coef_value
11,0.502912108670693
0,0.41876378101937123
14,-0.2520142364618158
28,0.16357389281480736
39,0.16046305305079778
12,-0.15833243099560082
50,-0.13949707285721435
35,-0.12459242756745238
48,0.12427002843610917
29,-0.12321734633634471
22,-0.11920277960447268
65,0.10412935659902824
27,0.09649315989639212
10,0.09179077815531828
15,0.0903931432158446
60,0.08912314554752339
56,0.0847814591929346
63,0.08180798206593896
45,0.07853099914908954
61,0.0705817383358926
18,0.0696556856174616
57,0.06931093782878404
24,0.06899423294516067
26,0.06809950160890625
34,0.06795848203118422
66,0.06691526460814146
54,-0.06690823984955616
49,0.06595576555161789
4,-0.06554502003923902
5,0.06086122973761169
40,-0.05892632542200023
30,0.05829154519375779
3,-0.05653396054582522
8,-0.05208581536361103
37,-0.04022943884510285
38,0.04000455310832865
21,0.03921478469263234
17,-0.03847457779815457
2,0.03073993456565373
1,-0.03073993456565373
62,-0.027213884837746442
68,0.02673002041359337
59,-0.025562998722029145
25,0.025559941038236427
7,0.024302269026028323
53,0.022937559014868426
46,-0.01994232987437897
43,0.017795658948517683
41,0.016899724779134647
32,0.016268699126564815
44,0.01590885293623792
64,-0.015765464786513438
47,0.015279469442969637
42,0.014579896296160131
31,0.011110190602921165
36,0.010921204267400958
51,0.010306645335705421
58,0.008005827654535922
19,-0.007863046976760553
13,0.00625646781748681
33,-0.004862773741940196
67,0.004772342062728811
6,0.0019555579185161747
52,0.0015088718051772358
20,0.0014565360320882206
23,-0.0010691262329129692
9,0.0005632839740394519
69,0.00026851239834929153
55,0.00017650366903185986
16,-6.737311571010555e-05
