coef_index,coef_value
11,0.49489066514852603
0,0.4253260323468838
14,-0.26877771974041403
12,-0.21135368463229579
47,0.17012364014640985
28,0.1560338138669324
30,0.1396825488532379
35,-0.12692087400086285
62,-0.1161944519520357
60,-0.10673184415552933
38,-0.10527383197554904
50,0.10481934584110181
32,0.10480915124376092
10,0.10095226739301498
40,0.10076835901450612
24,0.09752875676109421
57,-0.09707655664630421
15,0.09429088046263867
29,0.09329573649774803
41,-0.09198652420315748
25,0.08830456925536143
56,-0.08730229310326915
42,0.0804041470402498
3,-0.07606049309327689
61,0.07323617572504447
22,-0.07101201271596409
4,-0.07035545189303227
49,0.06734868559870964
5,0.0651911091266901
8,-0.06167750875307789
18,0.05878223145225259
26,0.05872559382468728
43,0.05771142202065487
31,-0.054058850104019396
46,-0.05258878634775504
53,0.05036462628976646
64,-0.04639303984907839
54,0.04471372988660323
65,0.043693051350497135
13,0.04325440738459606
67,-0.04207910545575809
1,-0.0375961386537827
2,0.0375961386537827
17,-0.03379316547270557
27,0.031124076409125716
36,0.03101044093300727
52,0.030213904576716407
51,-0.025534045666986124
69,0.02475622006020664
58,-0.022734561854197467
37,0.0193215499742442
48,0.018917329279798882
34,0.018412247071373063
7,0.015353237676145493
44,0.013356381836433584
68,-0.013112616592380971
23,-0.012032683797422273
66,-0.009420272068291885
33,-0.007875675150469214
59,0.004449042551502483
39,-0.0038557465776933647
63,0.0022921046300092658
6,0.0021766661441246244
19,-0.0016504078519882384
21,0.0012315831733104073
45,-0.0006795500709991495
9,0.0005947565670175381
16,-0.00026244812129672395
20,-0.00021664861652759748
55,0.00012734628929960751
