coef_index,coef_value
11,0.5126490845232583
0,0.4250954824721884
14,-0.34863177888919517
50,0.21193641588999698
12,-0.20075550805996353
27,-0.16343454990997092
40,0.1582350175309323
28,0.1478593525753293
37,-0.1297576960478535
35,0.12267594085009567
61,-0.10598477202889606
31,0.1014945975827869
10,0.10124154540037024
63,-0.09686496482670383
15,0.09566542017294176
64,0.09215275100262114
54,0.08210947943427864
53,-0.08016799759002854
60,0.07993913218368048
47,0.07955538269762549
5,0.07792241171024421
69,0.07660960343544473
3,-0.07526779452751924
21,0.07414089238013642
45,0.071129600434109
24,0.06878944422810404
18,0.06764429156286969
26,0.06730273852098471
23,-0.06727683524629609
25,0.06401025821822628
59,-0.06395698579506648
48,0.06307483005897685
4,-0.06112359832232379
22,-0.06060881145133257
42,-0.06057131877692249
8,-0.05663037219814717
66,-0.048852797527561706
55,-0.040670178045849624
62,-0.038755520983076615
29,0.03753396494848023
2,0.03695692327332729
1,-0.03695692327332729
17,-0.03497405747469112
32,0.03398617145509145
43,0.029603567960124685
34,0.02928282229571501
68,-0.0287898657211153
46,0.02871985880693573
67,0.026995254565023497
36,0.026220805202355167
58,-0.02552649961200134
56,-0.021194720573393545
44,0.020827220535333573
6,0.019317295650697897
65,-0.018434957228393625
7,0.016857575703448965
30,-0.015067087380551392
41,-0.013849395048757679
51,-0.01053738836121081
38,-0.009745128992185121
39,-0.009304849449386313
49,-0.008009460819381111
13,0.004853786048306281
33,0.0019455565317566077
20,-0.0014983917269444276
19,-0.0012440963182224019
52,0.0008493784066397363
9,0.0006579341579177043
16,-0.0005859790854752788
57,-0.00040919203625929717
