alpha,l1_ratio,n_valid_folds,n_failed_folds,mean_c_index,std_c_index,fold_scores,failure_notes
3.0,0.3,5,0,0.7188360001485107,0.04231226990183142,"0.6367, 0.7377, 0.7237, 0.7560, 0.7400",
3.0,0.7,5,0,0.7187565211695933,0.04161087905004443,"0.6382, 0.7377, 0.7221, 0.7547, 0.7412",
3.0,0.5,5,0,0.718568688362949,0.04225126329898501,"0.6367, 0.7373, 0.7227, 0.7554, 0.7408",
1.5,0.7,5,0,0.7184103894444973,0.04211776227985853,"0.6368, 0.7363, 0.7230, 0.7559, 0.7400",
1.5,0.5,5,0,0.7178622546545259,0.04265482461200085,"0.6350, 0.7350, 0.7238, 0.7556, 0.7398",
3.0,0.1,5,0,0.7175181073078367,0.0431089459330688,"0.6336, 0.7350, 0.7241, 0.7551, 0.7397",
1.5,0.3,5,0,0.7172067284914971,0.043394292499107555,"0.6328, 0.7340, 0.7240, 0.7554, 0.7398",
3.0,0.0,5,0,0.7170578677478978,0.04343483718240612,"0.6326, 0.7339, 0.7239, 0.7556, 0.7392",
0.8,0.7,5,0,0.717051691791676,0.043362196104423455,"0.6327, 0.7331, 0.7242, 0.7553, 0.7399",
0.8,0.0,5,0,0.7168937288343847,0.04370820686747783,"0.6323, 0.7327, 0.7238, 0.7573, 0.7384",
0.8,0.3,5,0,0.7168892643371156,0.0436335031877942,"0.6322, 0.7330, 0.7239, 0.7562, 0.7391",
0.3,0.7,5,0,0.7168771899501791,0.043506454618040945,"0.6326, 0.7324, 0.7236, 0.7569, 0.7389",
0.1,0.7,5,0,0.7168622083330026,0.04371031043953413,"0.6323, 0.7323, 0.7238, 0.7574, 0.7385",
0.3,0.5,5,0,0.7168289116216826,0.043646313912660904,"0.6324, 0.7320, 0.7238, 0.7573, 0.7386",
1.5,0.0,5,0,0.7168268318420875,0.043395302269717946,"0.6326, 0.7330, 0.7241, 0.7559, 0.7386",
0.8,0.1,5,0,0.7168224132510076,0.043578500523139954,"0.6324, 0.7323, 0.7239, 0.7568, 0.7387",
0.3,0.1,5,0,0.7167749279525795,0.043861431073234626,"0.6319, 0.7322, 0.7238, 0.7576, 0.7384",
0.1,0.5,5,0,0.7167719365882027,0.0435691598215927,"0.6325, 0.7319, 0.7238, 0.7572, 0.7384",
0.1,0.0,5,0,0.7167548854684519,0.043585951710880276,"0.6325, 0.7318, 0.7238, 0.7574, 0.7383",
0.1,0.1,5,0,0.7167537225716942,0.043533875200238235,"0.6326, 0.7318, 0.7238, 0.7573, 0.7383",
0.1,0.3,5,0,0.71675249166385,0.04356781885862745,"0.6325, 0.7319, 0.7238, 0.7573, 0.7382",
0.3,0.0,5,0,0.7167519377987899,0.043593958736983164,"0.6325, 0.7320, 0.7237, 0.7575, 0.7381",
0.8,0.5,5,0,0.7167018457660486,0.04356079076449173,"0.6321, 0.7331, 0.7236, 0.7556, 0.7391",
0.3,0.3,5,0,0.7166830682776956,0.043655364584522946,"0.6322, 0.7318, 0.7238, 0.7572, 0.7385",
1.5,0.1,5,0,0.7166612345277059,0.043542235786659056,"0.6321, 0.7331, 0.7238, 0.7558, 0.7385",
